ID ,name ,category ,main_category ,currency ,deadline ,goal ,launched ,pledged ,state ,backers ,country ,usd pledged 
1000922108,Tugboat Collective's Inaugural Season,Theater,Theater,USD,10/11/2012 4:00,9000,9/12/2012 5:32,10046,successful,115,US,10046
1000932522,Geocaching Trading Cards - History Series II,Games,Games,USD,3/3/2013 20:14,1500,2/1/2013 20:14,1620,successful,52,US,1620
1000937140,The FUN n' EASY CookBook For Children's Well.....Fun Cooking,Publishing,Publishing,USD,12/9/2012 17:59,3500,11/7/2012 19:53,0,failed,0,US,0
1000940032,Space Trucker,Video Games,Games,USD,12/8/2016 8:20,150,11/8/2016 8:20,60,live,4,US,25
1000942804,High,Documentary,Film & Video,USD,7/2/2016 4:55,5250,6/2/2016 4:55,0,failed,0,US,0
1000953875,Club Wick3d,Video Games,Games,USD,3/23/2015 21:28,300000,1/22/2015 22:28,1,failed,1,US,1
1000968500,Modern Handmade Ceramics: Paper & Clay,Ceramics,Art,USD,5/24/2013 4:48,3000,5/10/2013 4:48,4386,successful,94,US,4386
1000983983,Join me in completing my first Solo Project CD!,Pop,Music,USD,9/30/2011 22:05,2000,8/9/2011 23:19,170,failed,7,US,170
1000988678,Ashley's Beauty Tool Organizer Kit,Crafts,Crafts,USD,8/30/2014 0:59,7000,8/6/2014 21:31,0,failed,0,US,0
1000992739,Quick Query - Relaunch!,Playing Cards,Games,USD,8/18/2014 19:02,750,7/19/2014 19:02,1207,successful,56,US,1207
1000997384,"Quick, The Clockwork Knight Volume #2",Comics,Comics,USD,6/3/2014 7:59,2000,4/16/2014 5:25,2585,successful,105,US,2585
1001000566,WrittenWitheArt,Publishing,Publishing,USD,3/5/2014 19:00,1500,2/4/2014 1:30,1500,successful,26,US,1500
100101389,"Uptown Juice Company: Local, cold-pressed goodness",Food,Food,USD,4/1/2014 8:59,25000,2/25/2014 0:15,30066,successful,161,US,30066
100101652,Objecthood: A Story of an Imagined Economy (Canceled),Art Books,Publishing,USD,8/12/2011 18:25,15000,7/22/2011 0:28,25,canceled,1,US,25
1001019464,Strain Wars: Playing cards,Playing Cards,Games,USD,7/31/2016 11:18,5000,7/16/2016 11:18,176,failed,6,US,100
1001020080,Wood Floor Fundraiser,Dance,Dance,USD,8/16/2015 17:13,1200,8/11/2015 17:13,1205,successful,21,US,1205
100102338,Water Purification System Using Solar Evacuated Tube,Product Design,Design,USD,4/28/2016 23:36,150,4/8/2016 23:36,218,successful,15,US,218
1001028167,Steel Cathedrals- Short poems for the digital age.,Poetry,Publishing,GBP,7/28/2013 23:17,4000,6/28/2013 23:17,20,failed,1,GB,30.6621492
1001033266,The Chameleon Chronicles: Colors of Fate,Fiction,Publishing,USD,12/23/2014 5:00,500,12/3/2014 4:26,1,failed,1,US,1
1001035783,Once Were Ghosts - Ephemeral 7-Song EP,Indie Rock,Music,USD,6/14/2011 9:00,1000,4/15/2011 9:00,0,failed,0,US,0
1001042227,Via Chic–OneClutch™,Product Design,Design,USD,8/14/2015 3:47,75000,6/30/2015 3:47,1736,failed,21,US,1736
1001043181,Afraid So Galileo Album,Rock,Music,USD,6/26/2016 11:39,5500,5/27/2016 11:39,0,failed,0,US,0
1001048123,Paterson Falls Film Festival,Film & Video,Film & Video,USD,5/3/2013 3:09,1500,4/3/2013 3:09,1612,successful,27,US,1612
1001057158,Thailand country side,Photography,Photography,USD,10/25/2014 21:23,17000,8/26/2014 21:23,35,failed,2,US,35
1001064677,Equinox: my first comic (genre: fantasy),Comics,Comics,USD,6/4/2011 21:36,5150,4/25/2011 21:36,5965.5,successful,97,US,5965.5
1001077166,Student Operated Fabrication Lab,Fabrication Tools,Technology,USD,7/11/2012 13:55,5000,6/11/2012 13:55,5000,successful,57,US,5000
1001086968,Nurse Mare Foals: Born to Die,Documentary,Film & Video,USD,1/6/2015 19:45,20000,12/7/2014 19:45,22421,successful,383,US,22421
1001087429,The Bird Nerd,Comedy,Film & Video,GBP,7/3/2014 16:00,400,6/3/2014 16:00,1065,successful,36,GB,1783.510312
1001087682,Funky Grits - fast casual diner pairing music with the menu!,Restaurants,Food,USD,10/1/2015 6:59,100000,9/3/2015 17:32,1600,failed,13,US,1600
1001093391,The Great Kentucky Goblin Spree,Film & Video,Film & Video,USD,3/21/2014 20:04,5500,2/19/2014 21:04,6614,successful,88,US,6614
1001115961,Made From Scratch,Restaurants,Food,USD,8/31/2015 18:33,25000,8/1/2015 18:33,0,failed,0,US,0
1001116225,Pierced Hearts Tattoo Boutique Start Up,Art,Art,USD,5/13/2015 13:40,5000,3/14/2015 12:40,0,failed,0,US,0
1001126692,Pole Diversity: A Showcase of Acrobatic Dance (Part Two),Performances,Dance,USD,9/19/2015 2:00,450,8/19/2015 21:02,160,failed,4,US,160
1001132597,A New Omni-Wheel. A mechanical innovation created for robots,Hardware,Technology,USD,6/24/2016 16:19,3500,5/25/2016 16:19,107,failed,7,US,107
1001135664,BrewStick ~ carboy ruler,Food,Food,USD,3/24/2014 21:45,22500,2/22/2014 22:45,50,failed,2,US,50
1001136944,Open Fiesta Arts Store dreaming big in San Antonio,Sculpture,Art,USD,3/5/2016 0:50,5000,1/20/2016 0:50,52,failed,4,US,52
1001137002,Opening Portals DVD,Documentary,Film & Video,GBP,3/28/2014 9:27,2000,2/26/2014 10:27,0,failed,0,GB,0
1001143049,Nutty Nations: Re-Imagining Learning Through Games,Mobile Games,Games,USD,12/1/2014 12:24,25000,10/24/2014 12:24,18431,canceled,71,US,18431
1001149306,Night Terrors: Garden of Limbo,Fiction,Publishing,USD,1/5/2014 20:23,350,12/6/2013 20:23,1067,successful,14,US,1067
100114978,Inclusive Toolkit: tools for iOS & OS X app accessibility,Software,Technology,GBP,6/13/2015 3:00,5500,5/13/2015 13:20,7157,successful,184,GB,11147.99241
1001156528,Greek4Fun,Video Games,Games,USD,5/9/2012 15:07,12000,4/9/2012 15:07,686,failed,14,US,686
1001157858,Hood's Up Brewery,Drinks,Food,USD,6/21/2015 5:00,28000,5/15/2015 20:39,12024,failed,62,US,12024
1001159174,Fooju Dance Collaborative,Performances,Dance,USD,12/21/2014 8:02,1500,11/21/2014 8:02,1900,successful,47,US,1900
1001165113,CHRIS CRITELLI RECORDS HIS DEBUT EP!,Pop,Music,USD,9/5/2013 4:02,10000,8/6/2013 4:02,11713,successful,195,US,11713
10011702,Piero Marsili,Documentary,Film & Video,GBP,8/9/2016 17:51,10000,6/30/2016 17:51,0,failed,0,GB,0
1001181420,Sleeping in a Truck,Rock,Music,USD,7/15/2009 4:58,10000,6/20/2009 22:15,10328,successful,65,US,10328
1001188527,Design Your Own Leatherjacket,Fashion,Fashion,EUR,6/14/2016 22:04,2000,5/29/2016 22:04,2028,successful,7,DE,2254.152339
1001190550,Sanfilippo Wing it!,Accessories,Fashion,EUR,6/26/2016 23:59,10000,5/15/2016 22:43,855,failed,25,DE,966.7593072
1001217929,LEGO Imagination Lab,Animation,Film & Video,USD,3/16/2014 22:56,2500,2/14/2014 23:56,1186.69,failed,15,US,1186.69
1001218320,Arkham Source Book,Games,Games,USD,8/12/2012 5:33,800,6/13/2012 5:33,45,failed,3,US,45
1001223817,Finishing & Festival Funds - The Final Stage - short film,Shorts,Film & Video,USD,9/18/2016 2:01,2000,8/29/2016 22:44,310,failed,9,US,75
1001227372,Lonely House Films: Adam Hope,Film & Video,Film & Video,USD,6/9/2012 7:43,3397.98,5/10/2012 7:43,50,failed,1,US,50
1001230250,Open A.I.R.,Art,Art,USD,7/12/2010 22:00,3000,5/12/2010 21:45,3125,successful,55,US,3125
1001242672,At Home in Maine: A Film Series About Homebirth and Midwives,Documentary,Film & Video,USD,9/15/2011 17:35,10000,8/1/2011 17:35,1765,failed,34,US,1765
1001243185,The FUSIONproject,Documentary,Film & Video,USD,4/24/2011 1:08,5000,3/24/2011 0:08,100,failed,1,US,100
1001243867,Lego Batman: Zombie Genesis Series,Animation,Film & Video,GBP,6/4/2013 10:17,125,5/14/2013 10:17,242,successful,19,GB,371.5388926
1001244864,Digitizing My Family,Family,Film & Video,USD,12/6/2014 6:59,3500,11/5/2014 15:50,3585,successful,43,US,3585
100124630,"""Progress"" The Steampunk Series - Season 2",Film & Video,Film & Video,USD,9/5/2015 3:19,40000,8/6/2015 3:19,733,failed,18,US,733
1001251896,Winter Writing Residency,Art,Art,USD,2/15/2012 17:59,1000,1/28/2012 19:07,1145,successful,21,US,1145
